,title,url,published,publishedAt,category
41,"NBA Power Rankings, Week 25 - Risers and fallers as seeding battles heat up - ESPN | sports",https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmVzcG4uY29tL25iYS9zdG9yeS9fL2lkLzMzNjYyNzA3L25iYS1wb3dlci1yYW5raW5ncy13ZWVrLTI1LXJpc2Vycy1mYWxsZXJzLXNlZWRpbmctYmF0dGxlcy1oZWF0LXVw0gF7aHR0cHM6Ly93d3cuZXNwbi5jb20vbmJhL3N0b3J5L18vaWQvMzM2NjI3MDcvbmJhLXBvd2VyLXJhbmtpbmdzLXdlZWstMjUtcmlzZXJzLWZhbGxlcnMtc2VlZGluZy1iYXR0bGVzLWhlYXQtdXA_cGxhdGZvcm09YW1w?oc=5,"Mon, 04 Apr 2022 11:53:20 GMT",1649073200,sports
42,Eagles OTA practice dates announced - Bleeding Green Nation | sports,https://news.google.com/__i/rss/rd/articles/CBMif2h0dHBzOi8vd3d3LmJsZWVkaW5nZ3JlZW5uYXRpb24uY29tLzIwMjIvNC80LzIzMDA5NjI5L2VhZ2xlcy1vdGEtcHJhY3RpY2UtZGF0ZXMtYW5ub3VuY2VkLXNjaGVkdWxlLW1pbmljYW1wLW5mbC1uZXdzLXN0YXJ0LWRhdGXSAQA?oc=5,"Mon, 04 Apr 2022 11:08:03 GMT",1649070483,sports
43,RECRUITING: Iowa State lands Temple transfer Jeremiah Williams – CycloneFanatic.com - Cyclone Fanatic | sports,https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vY3ljbG9uZWZhbmF0aWMuY29tLzIwMjIvMDQvcmVjcnVpdGluZy1pb3dhLXN0YXRlLWxhbmRzLXRlbXBsZS10cmFuc2Zlci1qZXJlbWlhaC13aWxsaWFtcy_SAQA?oc=5,"Mon, 04 Apr 2022 15:55:04 GMT",1649087704,sports
44,Rookie Pallante nabs final Cardinals' pitching spot; Pujols to start on opening day - St. Louis Post-Dispatch | sports,https://news.google.com/__i/rss/rd/articles/CBMixwFodHRwczovL3d3dy5zdGx0b2RheS5jb20vc3BvcnRzL2Jhc2ViYWxsL3Byb2Zlc3Npb25hbC9jYXJkaW5hbC1iZWF0L3Jvb2tpZS1wYWxsYW50ZS1uYWJzLWZpbmFsLWNhcmRpbmFscy1waXRjaGluZy1zcG90LXB1am9scy10by1zdGFydC1vbi1vcGVuaW5nLWRheS9hcnRpY2xlX2E1YWM4YmZmLWIzNDUtNWI3Yy1iMTg4LTg0MWRhZTgxODU5ZC5odG1s0gEA?oc=5,"Mon, 04 Apr 2022 15:45:00 GMT",1649087100,sports
45,What are the WORST aspects of Lakers' disappointing season? | NBA Today - ESPN | sports,https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9SmduYzhkcFdNbTDSAQA?oc=5,"Mon, 04 Apr 2022 19:46:23 GMT",1649101583,sports
46,Barca leapfrog Sevilla into second place with Pedri masterpiece - CNN | sports,https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wNC8wNC9mb290YmFsbC9iYXJjZWxvbmEtc2V2aWxsYS1wZWRyaS1sYS1saWdhLXNwdC1pbnRsL2luZGV4Lmh0bWzSAQA?oc=5,"Mon, 04 Apr 2022 09:41:00 GMT",1649065260,sports
47,"2022 MLB season: Best bets for MVP, Cy Young, home run leader and more ahead of Opening Day - CBS Sports | sports",https://news.google.com/__i/rss/rd/articles/CBMifGh0dHBzOi8vd3d3LmNic3Nwb3J0cy5jb20vbWxiL25ld3MvMjAyMi1tbGItc2Vhc29uLWJlc3QtYmV0cy1mb3ItbXZwLWN5LXlvdW5nLWhvbWUtcnVuLWxlYWRlci1hbmQtbW9yZS1haGVhZC1vZi1vcGVuaW5nLWRheS_SAQA?oc=5,"Mon, 04 Apr 2022 14:48:45 GMT",1649083725,sports
48,"Malik Willis won’t be around by the 9th pick, so what should Seahawks do? - Field Gulls | sports",https://news.google.com/__i/rss/rd/articles/CBMikQFodHRwczovL3d3dy5maWVsZGd1bGxzLmNvbS8yMDIyLzQvNC8yMzAwOTYzMC9zZWF0dGxlLXNlYWhhd2tzLW5mbC1kcmFmdC0yMDIyLXF1YXJ0ZXJiYWNrLXJ1c3NlbGwtd2lsc29uLW1hbGlrLXdpbGxpcy1kZXNtb25kLXJpZGRlci1rZW5ueS1waWNrZXR00gEA?oc=5,"Mon, 04 Apr 2022 16:00:00 GMT",1649088000,sports
49,"HIGHLIGHTS: Portland Timbers vs. LA Galaxy | April 03, 2022 - Major League Soccer | sports",https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9U1ozOHlVbEt5SmPSAQA?oc=5,"Mon, 04 Apr 2022 14:00:24 GMT",1649080824,sports
50,"What Conte did to Spurs' fans, Sam Johnstone and how furious Paratici is already looking forward - Football.London | sports",https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vd3d3LmZvb3RiYWxsLmxvbmRvbi90b3R0ZW5oYW0taG90c3B1ci1mYy9uZXdzL2NvbnRlLXNhbS1qb2huc3RvbmUtcGFyYXRpY2ktdG90dGVuaGFtLTIzNTg2NTg50gEA?oc=5,"Mon, 04 Apr 2022 10:17:56 GMT",1649067476,sports
51,Luka Doncic DOMINATES with double-double in Mavs' win - ESPN | sports,https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9LXpBX0xvUHZwZk3SAQA?oc=5,"Sun, 03 Apr 2022 19:55:06 GMT",1649015706,sports
52,Addition of Tanner Holden Helps Mitigate Potential Loss of Malaki Branham in Buckeye Backcourt | Eleven Warrio - Eleven Warriors | sports,https://news.google.com/__i/rss/rd/articles/CBMiogFodHRwczovL3d3dy5lbGV2ZW53YXJyaW9ycy5jb20vb2hpby1zdGF0ZS1iYXNrZXRiYWxsLzIwMjIvMDQvMTMwMTk4L2FkZGl0aW9uLW9mLXRhbm5lci1ob2xkZW4taGVscHMtbWl0aWdhdGUtcG90ZW50aWFsLWxvc3Mtb2YtbWFsYWtpLWJyYW5oYW0taW4tYnVja2V5ZS1iYWNrY291cnTSAaYBaHR0cHM6Ly93d3cuZWxldmVud2FycmlvcnMuY29tL29oaW8tc3RhdGUtYmFza2V0YmFsbC8yMDIyLzA0LzEzMDE5OC9hZGRpdGlvbi1vZi10YW5uZXItaG9sZGVuLWhlbHBzLW1pdGlnYXRlLXBvdGVudGlhbC1sb3NzLW9mLW1hbGFraS1icmFuaGFtLWluLWJ1Y2tleWUtYmFja2NvdXJ0P2FtcA?oc=5,"Mon, 04 Apr 2022 13:10:00 GMT",1649077800,sports
53,3 round mock draft addresses Browns DL before finish with a WR - Browns Wire | sports,https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vYnJvd25zd2lyZS51c2F0b2RheS5jb20vbGlzdHMvYnJvd25zLW1vY2stZHJhZnQtMy1yb3VuZC1sb2dhbi1oYWxsLWNhbWVyb24tdGhvbWFzLWp1c3R5bi1yb3NzL9IBAA?oc=5,"Mon, 04 Apr 2022 10:25:00 GMT",1649067900,sports
54,First Alex Ovechkin-Kirill Kaprizov meeting one-upped by dominant night from Wild's GREEF Squad - The Athletic | sports,https://news.google.com/__i/rss/rd/articles/CBMiigFodHRwczovL3RoZWF0aGxldGljLmNvbS8zMjI4Mjk1LzIwMjIvMDQvMDQvZmlyc3QtYWxleC1vdmVjaGtpbi1raXJpbGwta2Fwcml6b3YtbWVldGluZy1vbmUtdXBwZWQtYnktZG9taW5hbnQtbmlnaHQtZnJvbS13aWxkcy1ncmVlZi1zcXVhZC_SAY4BaHR0cHM6Ly90aGVhdGhsZXRpYy5jb20vMzIyODI5NS8yMDIyLzA0LzA0L2ZpcnN0LWFsZXgtb3ZlY2hraW4ta2lyaWxsLWthcHJpem92LW1lZXRpbmctb25lLXVwcGVkLWJ5LWRvbWluYW50LW5pZ2h0LWZyb20td2lsZHMtZ3JlZWYtc3F1YWQvP2FtcA?oc=5,"Mon, 04 Apr 2022 10:52:30 GMT",1649069550,sports
55,Lakers face long road back; PER record; tiebreakers; scouting Duke's Mark Williams: Hollinger's Week That Was - The Athletic | sports,https://news.google.com/__i/rss/rd/articles/CBMikwFodHRwczovL3RoZWF0aGxldGljLmNvbS8zMjI3OTQyLzIwMjIvMDQvMDQvbGFrZXJzLWZhY2UtbG9uZy1yb2FkLWJhY2stcGVyLXJlY29yZC10aWVicmVha2Vycy1zY291dGluZy1kdWtlcy1tYXJrLXdpbGxpYW1zLWhvbGxpbmdlcnMtd2Vlay10aGF0LXdhcy_SAQA?oc=5,"Mon, 04 Apr 2022 17:27:02 GMT",1649093222,sports
56,NL West Preview: The Dodgers Are Still Trying To Outspend (And Out-Talent) Everyone Else - FiveThirtyEight | sports,https://news.google.com/__i/rss/rd/articles/CBMie2h0dHBzOi8vZml2ZXRoaXJ0eWVpZ2h0LmNvbS9mZWF0dXJlcy9ubC13ZXN0LXByZXZpZXctdGhlLWRvZGdlcnMtYXJlLXN0aWxsLXRyeWluZy10by1vdXRzcGVuZC1hbmQtb3V0LXRhbGVudC1ldmVyeW9uZS1lbHNlL9IBf2h0dHBzOi8vZml2ZXRoaXJ0eWVpZ2h0LmNvbS9mZWF0dXJlcy9ubC13ZXN0LXByZXZpZXctdGhlLWRvZGdlcnMtYXJlLXN0aWxsLXRyeWluZy10by1vdXRzcGVuZC1hbmQtb3V0LXRhbGVudC1ldmVyeW9uZS1lbHNlL2FtcC8?oc=5,"Mon, 04 Apr 2022 14:08:20 GMT",1649081300,sports
57,What a difference a few days makes: Syracuse’s basketball roster looks a lot different - syracuse.com | sports,https://news.google.com/__i/rss/rd/articles/CBMiiwFodHRwczovL3d3dy5zeXJhY3VzZS5jb20vb3JhbmdlYmFza2V0YmFsbC8yMDIyLzA0L3doYXQtYS1kaWZmZXJlbmNlLWEtZmV3LWRheXMtbWFrZXMtc3lyYWN1c2VzLWJhc2tldGJhbGwtcm9zdGVyLWxvb2tzLWEtbG90LWRpZmZlcmVudC5odG1s0gEA?oc=5,"Mon, 04 Apr 2022 13:17:00 GMT",1649078220,sports
58,Team that wins OT coin toss can choose which end zone to defend - NBC Sports | sports,https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vcHJvZm9vdGJhbGx0YWxrLm5iY3Nwb3J0cy5jb20vMjAyMi8wNC8wNC90ZWFtLXRoYXQtd2lucy1vdC1jb2luLXRvc3MtY2FuLWNob29zZS13aGljaC1lbmQtem9uZS10by1kZWZlbmQv0gF1aHR0cHM6Ly9wcm9mb290YmFsbHRhbGsubmJjc3BvcnRzLmNvbS8yMDIyLzA0LzA0L3RlYW0tdGhhdC13aW5zLW90LWNvaW4tdG9zcy1jYW4tY2hvb3NlLXdoaWNoLWVuZC16b25lLXRvLWRlZmVuZC9hbXAv?oc=5,"Mon, 04 Apr 2022 15:22:00 GMT",1649085720,sports
59,Georgia football quarterback Carson Beck aims to take the next step: ‘I’ve seen great improvement from him’ - DawgNation | sports,https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3LmRhd2duYXRpb24uY29tL2Zvb3RiYWxsL2dvb2QtZGF5LXVnYS9jYXJzb24tYmVjay1nZW9yZ2lhLWZvb3RiYWxsLXNwcmluZy1wcmFjdGljZS9DM05YNEtMWEM1QldOTVpCTjNDNFBUQjVTSS_SAYgBaHR0cHM6Ly93d3cuZGF3Z25hdGlvbi5jb20vZm9vdGJhbGwvZ29vZC1kYXktdWdhL2NhcnNvbi1iZWNrLWdlb3JnaWEtZm9vdGJhbGwtc3ByaW5nLXByYWN0aWNlL0MzTlg0S0xYQzVCV05NWkJOM0M0UFRCNVNJLz9vdXRwdXRUeXBlPWFtcA?oc=5,"Mon, 04 Apr 2022 10:00:01 GMT",1649066401,sports
60,"Practice update: Illness strikes the Pens on Monday, Zucker skates - PensBurgh | sports",https://news.google.com/__i/rss/rd/articles/CBMijQFodHRwczovL3d3dy5wZW5zYnVyZ2guY29tLzIwMjIvNC80LzIzMDEwMDgzL3ByYWN0aWNlLXVwZGF0ZS1pbGxuZXNzLXN0cmlrZXMtdGhlLXBlbnMtb24tamFzb24tenVja2VyLWluanVyeS11cGRhdGUta2FwYW5lbi1kYW50b24taGVpbmVuLXNpY2vSAZoBaHR0cHM6Ly93d3cucGVuc2J1cmdoLmNvbS9wbGF0Zm9ybS9hbXAvMjAyMi80LzQvMjMwMTAwODMvcHJhY3RpY2UtdXBkYXRlLWlsbG5lc3Mtc3RyaWtlcy10aGUtcGVucy1vbi1qYXNvbi16dWNrZXItaW5qdXJ5LXVwZGF0ZS1rYXBhbmVuLWRhbnRvbi1oZWluZW4tc2ljaw?oc=5,"Mon, 04 Apr 2022 16:50:25 GMT",1649091025,sports
61,Seattle Mariners 2022 MiLB affiliate preview: Triple-A Tacoma - Lookout Landing | sports,https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3Lmxvb2tvdXRsYW5kaW5nLmNvbS8yMDIyLzQvNC8yMzAwODM2NC9zZWF0dGxlLW1hcmluZXJzLTIwMjItbWlsYi1hZmZpbGlhdGUtcHJldmlldy10cmlwbGUtYS10YWNvbWHSAQA?oc=5,"Mon, 04 Apr 2022 16:00:00 GMT",1649088000,sports
62,Falcons 2022 NFL Draft interest tracker - The Falcoholic | sports,https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LnRoZWZhbGNvaG9saWMuY29tLzIwMjIvNC80LzIzMDA5MDY1L2ZhbGNvbnMtMjAyMi1uZmwtZHJhZnQtaW50ZXJlc3QtdHJhY2tlctIBZGh0dHBzOi8vd3d3LnRoZWZhbGNvaG9saWMuY29tL3BsYXRmb3JtL2FtcC8yMDIyLzQvNC8yMzAwOTA2NS9mYWxjb25zLTIwMjItbmZsLWRyYWZ0LWludGVyZXN0LXRyYWNrZXI?oc=5,"Mon, 04 Apr 2022 12:00:00 GMT",1649073600,sports
63,"Position by position: Where the Miami Dolphins got better, and didn’t - Phin Phanitic | sports",https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vcGhpbnBoYW5hdGljLmNvbS8yMDIyLzA0LzA0L3doZXJlLXRoZS1taWFtaS1kb2xwaGlucy1nb3QtYmV0dGVyLWFuZC1kaWRudC1hZnRlci1mcmVlLWFnZW5jeS_SAQA?oc=5,"Mon, 04 Apr 2022 11:00:00 GMT",1649070000,sports
64,"After the Mike Honcho sweep, all of college baseball is in Tony Vitello's shadow | Estes - Tennessean | sports",https://news.google.com/__i/rss/rd/articles/CBMifGh0dHBzOi8vd3d3LnRlbm5lc3NlYW4uY29tL3N0b3J5L3Nwb3J0cy9jb2xsZWdlL3V0LzIwMjIvMDQvMDMvdGVubmVzc2VlLWJhc2ViYWxsLXNob3dzLWl0cy1yZWFsLXZhbmRlcmJpbHQtc3dlZXAvNzE1OTU4NTAwMS_SAQA?oc=5,"Sun, 03 Apr 2022 22:01:22 GMT",1649023282,sports
65,"Hughes Injured as Schneider, Isles Stymie Devils 4-3 - All About The Jersey | sports",https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmFsbGFib3V0dGhlamVyc2V5LmNvbS8yMDIyLzQvMy8yMzAwOTAzNC9odWdoZXMtaW5qdXJlZC1hcy1zY2huZWlkZXItaXNsZXMtc3R5bWllLWRldmlscy00LTPSAQA?oc=5,"Sun, 03 Apr 2022 23:49:55 GMT",1649029795,sports
66,Cavaliers coach J.B. Bickerstaff rips officials following loss to Philadelphia: ‘That game was taken from us’ - cleveland.com | sports,https://news.google.com/__i/rss/rd/articles/CBMilAFodHRwczovL3d3dy5jbGV2ZWxhbmQuY29tL2NhdnMvMjAyMi8wNC9jYXZhbGllcnMtY29hY2gtamItYmlja2Vyc3RhZmYtcmlwcy1vZmZpY2lhbHMtZm9sbG93aW5nLWxvc3MtdG8tcGhpbGFkZWxwaGlhLXRoYXQtZ2FtZS13YXMtdGFrZW4tZnJvbS11cy5odG1s0gEA?oc=5,"Mon, 04 Apr 2022 03:20:00 GMT",1649042400,sports
67,J.J. Spaun wins first Tour title — and first trip to the Masters with Valero Texas Open win - Golf Channel | sports,https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LmdvbGZjaGFubmVsLmNvbS9uZXdzL2pqLXNwYXVuLXdpbnMtZmlyc3QtdG91ci10aXRsZS1hbmQtZmlyc3QtdHJpcC1tYXN0ZXJzLXZhbGVyby10ZXhhcy1vcGVuLXdpbtIBAA?oc=5,"Sun, 03 Apr 2022 22:54:09 GMT",1649026449,sports
68,Celtics vs. Wizards takeaways: C's bench shines in lopsided win - NBC Sports Boston | sports,https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vd3d3Lm5iY3Nwb3J0cy5jb20vYm9zdG9uL2NlbHRpY3MvY2VsdGljcy12cy13aXphcmRzLXRha2Vhd2F5cy1jcy1iZW5jaC1zaGluZXMtbG9wc2lkZWQtd2lu0gFmaHR0cHM6Ly93d3cubmJjc3BvcnRzLmNvbS9ib3N0b24vY2VsdGljcy9jZWx0aWNzLXZzLXdpemFyZHMtdGFrZWF3YXlzLWNzLWJlbmNoLXNoaW5lcy1sb3BzaWRlZC13aW4_YW1w?oc=5,"Sun, 03 Apr 2022 19:57:02 GMT",1649015822,sports
69,"Reds Roster Cuts: Akiyama, Wingenter, Knapp - MLB Trade Rumors | sports",https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3Lm1sYnRyYWRlcnVtb3JzLmNvbS8yMDIyLzA0L3JlZHMtcm9zdGVyLWN1dHMtYWtpeWFtYS13aW5nZW50ZXIta25hcHAuaHRtbNIBAA?oc=5,"Mon, 04 Apr 2022 04:07:39 GMT",1649045259,sports
0,Covid: Nine new symptoms added to official list - BBC.com | health,https://news.google.com/__i/rss/rd/articles/CBMiKGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9oZWFsdGgtNjA5ODIwNzDSASxodHRwczovL3d3dy5iYmMuY29tL25ld3MvaGVhbHRoLTYwOTgyMDcwLmFtcA?oc=5,"Mon, 04 Apr 2022 10:34:31 GMT",1649068471,health
1,"Greater Cincinnati lags in COVID-19 vaccines. So, should you get a second booster? - The Cincinnati Enquirer | health",https://news.google.com/__i/rss/rd/articles/CBMie2h0dHBzOi8vd3d3LmNpbmNpbm5hdGkuY29tL3N0b3J5L25ld3MvMjAyMi8wNC8wNC9yZWdpb24tbGFncy1ib29zdGVycy1jb3ZpZC0xOS12YWNjaW5lcy1jZGMtcmVjb21tZW5kcy01MC1vbGRlci83MjE4MDIzMDAxL9IBAA?oc=5,"Mon, 04 Apr 2022 02:05:34 GMT",1649037934,health
2,2 More Cases Of Bird Flu Detected In Minnesota - CBS Minnesota | health,https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vbWlubmVzb3RhLmNic2xvY2FsLmNvbS8yMDIyLzA0LzAyLzItbW9yZS1jYXNlcy1vZi1iaXJkLWZsdS1kZXRlY3RlZC1pbi1taW5uZXNvdGEv0gEA?oc=5,"Sat, 02 Apr 2022 22:52:00 GMT",1648939920,health
3,How Covid and Diabetes Collide in a Public Health Train Wreck - The New York Times | health,https://news.google.com/__i/rss/rd/articles/CBMiRGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDQvMDMvaGVhbHRoL2RpYWJldGVzLWNvdmlkLWRlYXRocy5odG1s0gEA?oc=5,"Mon, 04 Apr 2022 20:22:00 GMT",1649103720,health
4,"CDC study finds risk of heart issues after COVID-19 infection, 2nd vaccine dose - WKRN News 2 | health",https://news.google.com/__i/rss/rd/articles/CBMigQFodHRwczovL3d3dy53a3JuLmNvbS9jb21tdW5pdHkvaGVhbHRoL2Nvcm9uYXZpcnVzL2NkYy1zdHVkeS1maW5kcy1yaXNrLW9mLWhlYXJ0LWlzc3Vlcy1hZnRlci1jb3ZpZC0xOS1pbmZlY3Rpb24tMm5kLXZhY2NpbmUtZG9zZS_SAYUBaHR0cHM6Ly93d3cud2tybi5jb20vY29tbXVuaXR5L2hlYWx0aC9jb3JvbmF2aXJ1cy9jZGMtc3R1ZHktZmluZHMtcmlzay1vZi1oZWFydC1pc3N1ZXMtYWZ0ZXItY292aWQtMTktaW5mZWN0aW9uLTJuZC12YWNjaW5lLWRvc2UvYW1wLw?oc=5,"Sun, 03 Apr 2022 21:49:12 GMT",1649022552,health
5,New insights into the genetic etiology of Alzheimer's disease and related dementias - Nature.com | health,https://news.google.com/__i/rss/rd/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg4LTAyMi0wMTAyNC160gEA?oc=5,"Mon, 04 Apr 2022 15:10:10 GMT",1649085010,health
6,"COVID symptoms, infection more likely for pregnant women, study says - Deseret News | health",https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmRlc2VyZXQuY29tL2Nvcm9uYXZpcnVzLzIwMjIvNC8zLzIzMDA0NTEwL3ByZWduYW50LXBlb3BsZS1yaXNrLWNvdmlkLXN5bXB0b21zLWluZmVjdGlvbtIBAA?oc=5,"Mon, 04 Apr 2022 02:30:00 GMT",1649039400,health
7,"Doctors see increase in prolonged cold, flu symptoms - WOODTV.com | health",https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3Lndvb2R0di5jb20vbmV3cy9rZW50LWNvdW50eS9kb2N0b3JzLXNlZS1pbmNyZWFzZS1pbi1wcm9sb25nZWQtY29sZC1mbHUtc3ltcHRvbXMv0gEA?oc=5,"Mon, 04 Apr 2022 12:21:40 GMT",1649074900,health
8,"Coronavirus daily news updates, April 4: What to know today about COVID-19 in the Seattle area, Washington state and the world - The Seattle Times | health",https://news.google.com/__i/rss/rd/articles/CBMirwFodHRwczovL3d3dy5zZWF0dGxldGltZXMuY29tL3NlYXR0bGUtbmV3cy9oZWFsdGgvY29yb25hdmlydXMtZGFpbHktbmV3cy11cGRhdGVzLWFwcmlsLTQtd2hhdC10by1rbm93LXRvZGF5LWFib3V0LWNvdmlkLTE5LWluLXRoZS1zZWF0dGxlLWFyZWEtd2FzaGluZ3Rvbi1zdGF0ZS1hbmQtdGhlLXdvcmxkLTIv0gEA?oc=5,"Mon, 04 Apr 2022 13:12:57 GMT",1649077977,health
9,Large-Scale Study Confirms Which Type of Immunity Best Protects Against COVID - ScienceAlert | health,https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3LnNjaWVuY2VhbGVydC5jb20vaHVnZS1zdHVkeS1jb25maXJtcy1oeWJyaWQtaW1tdW5pdHktZ2l2ZXMtYmVzdC1jb3ZpZC1wcm90ZWN0aW9u0gEA?oc=5,"Mon, 04 Apr 2022 00:41:11 GMT",1649032871,health
10,Dear Doctor: I wish I’d never taken estrogen when going through menopause - OregonLive | health,https://news.google.com/__i/rss/rd/articles/CBMidmh0dHBzOi8vd3d3Lm9yZWdvbmxpdmUuY29tL2hlYWx0aC8yMDIyLzA0L2RlYXItZG9jdG9yLWktd2lzaC1pZC1uZXZlci10YWtlbi1lc3Ryb2dlbi13aGVuLWdvaW5nLXRocm91Z2gtbWVub3BhdXNlLmh0bWzSAQA?oc=5,"Mon, 04 Apr 2022 13:00:00 GMT",1649077200,health
11,New cancer treatment uses body’s cellular waste disposal to flag harmful proteins - The Guardian | health,https://news.google.com/__i/rss/rd/articles/CBMigAFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vc2NpZW5jZS8yMDIyL2Fwci8wMy9uZXctY2FuY2VyLXRyZWF0bWVudC11c2VzLWJvZHlzLWNlbGx1bGFyLXdhc3RlLWRpc3Bvc2FsLXRvLWZsYWctaGFybWZ1bC1wcm90ZWluc9IBAA?oc=5,"Sun, 03 Apr 2022 09:30:00 GMT",1648978200,health
12,A million times faster: DNA nanotechnology could speed up pharmaceutical development while minimizing costs - Phys.org | health,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDIyLTA0LW1pbGxpb24tZmFzdGVyLWRuYS1uYW5vdGVjaG5vbG9neS1waGFybWFjZXV0aWNhbC5odG1s0gEA?oc=5,"Mon, 04 Apr 2022 16:24:18 GMT",1649089458,health
13,Alzheimer’s study finds 42 more genes linked to higher risk of disease - The Guardian | health,https://news.google.com/__i/rss/rd/articles/CBMidWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9zb2NpZXR5LzIwMjIvYXByLzA0L2FsemhlaW1lcnMtc3R1ZHktZmluZHMtNDItbW9yZS1nZW5lcy1saW5rZWQtdG8taGlnaGVyLXJpc2stb2YtZGlzZWFzZdIBAA?oc=5,"Mon, 04 Apr 2022 19:02:00 GMT",1649098920,health
14,Is grieving too long a disorder? - Salon | health,https://news.google.com/__i/rss/rd/articles/CBMiN2h0dHBzOi8vd3d3LnNhbG9uLmNvbS8yMDIyLzA0LzAzL2dyaWV2aW5nLWRpc29yZGVyLWRzbS_SAQA?oc=5,"Sun, 03 Apr 2022 23:30:00 GMT",1649028600,health
15,"These Popular Drinks May Increase Cancer Risk, New Study Suggests — Eat This Not That - Eat This, Not That | health",https://news.google.com/__i/rss/rd/articles/CBMiOWh0dHBzOi8vd3d3LmVhdHRoaXMuY29tL25ld3MtZHJpbmtzLWluY3JlYXNlLWNhbmNlci1yaXNrL9IBAA?oc=5,"Sun, 03 Apr 2022 15:00:53 GMT",1648998053,health
16,Numerous Health Problems More Likely Due to COVID-19 Vaccines Than Coincidence: VAERS Data Analysis - The Epoch Times | health,https://news.google.com/__i/rss/rd/articles/CBMiiwFodHRwczovL20udGhlZXBvY2h0aW1lcy5jb20vbnVtZXJvdXMtaGVhbHRoLXByb2JsZW1zLW1vcmUtbGlrZWx5LWR1ZS10by1jb3ZpZC0xOS12YWNjaW5lcy10aGFuLWNvaW5jaWRlbmNlLXZhZXJzLWRhdGEtYW5hbHlzaXNfNDM4MDAxNy5odG1s0gEA?oc=5,"Sun, 03 Apr 2022 22:18:29 GMT",1649024309,health
17,A prune—or six—a day may keep inflammation at bay - Medical Xpress | health,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vbWVkaWNhbHhwcmVzcy5jb20vbmV3cy8yMDIyLTA0LXBydW5lb3Itc2l4YS1kYXktaW5mbGFtbWF0aW9uLWJheS5odG1s0gEA?oc=5,"Sun, 03 Apr 2022 18:02:35 GMT",1649008955,health
18,Virus Expert Says COVID Symptoms Usually Appear in This Order - msnNOW | health,https://news.google.com/__i/rss/rd/articles/CBMifGh0dHBzOi8vd3d3Lm1zbi5jb20vZW4tdXMvaGVhbHRoL21lZGljYWwvdmlydXMtZXhwZXJ0LXNheXMtY292aWQtc3ltcHRvbXMtdXN1YWxseS1hcHBlYXItaW4tdGhpcy1vcmRlci9zcy1BQVZPNlVLP2xpPUJCbmJhOU_SAQA?oc=5,"Sun, 03 Apr 2022 11:31:36 GMT",1648985496,health
19,Dog Owners Warned Of Highly Contagious Virus Spreading Across South Florida - CBS Miami | health,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vbWlhbWkuY2JzbG9jYWwuY29tLzIwMjIvMDQvMDQvbWlhbWktZGFkZS1hbmltYWwtc2VydmljZXMtd2FybnMtaGlnaGx5LWNvbnRhZ2lvdXMtdmlydXMtZG9ncy_SAQA?oc=5,"Mon, 04 Apr 2022 15:15:23 GMT",1649085323,health
